latitude,longitude,year
14.0,101.0,2007
,,2007
14.0,103.0,2007
23.72,44.12,2007
,,2007
40.83,-96.58,2007
4.0,-73.25,2007
,,2007
14.0,103.0,2007
23.72,44.12,2007
,,2007
35.84,105.45,2007
-1.0,115.0,2007
,,2007
53.4244,-3.618,2007
60.0,-106.0,2007
,,2007
22.5444,42.502,2007
35.0,136.0,2007
,,2007
2.8244,-74.868,2007
40.83,-98.58,2007
,,2007
22.5444,42.502,2007
36.0,128.0,2007
,,2007
58.8244,-107.618,2007
40.83,-98.58,2007
,,2007
22.5444,42.502,2007
22.8,80.0,2007
,,2007
21.8244,-103.618,2007
40.83,-98.58,2007
,,2007
22.5444,42.502,2007
14.0,101.0,2007
,,2007
22.5444,42.502,2007
35.84,103.45,2007
,,2007
7.8244,6.382,2007
40.83,-98.58,2007
,,2007
22.5444,42.502,2007
40.83,-98.58,2007
,,2007
65.2444,92.632,2007
52.32,5.55,2007
,,2007
65.2444,92.632,2007
42.5,12.5,2007
,,2007
7.8244,6.382,2007
35.84,103.45,2007
,,2007
65.2444,92.632,2007
51.0,10.0,2007
,,2007
63.8244,9.382,2007
54.6,-2.0,2007
,,2007
22.5444,42.502,2007
42.5,12.5,2007
,,2007
65.2444,92.632,2007
52.0,19.0,2007
,,2007
7.8244,6.382,2007
42.5,12.5,2007
,,2007
65.2444,92.632,2007
49.0,32.0,2007
,,2007
2.8244,-74.868,2007
40.83,-98.58,2007
,,2007
65.2444,92.632,2007
35.84,103.45,2007
,,2007
22.5444,42.502,2007
36.0,128.0,2007
,,2007
22.5444,42.502,2007
35.0,136.0,2007
,,2007
-14.1756,-54.618,2007
35.84,103.45,2007
,,2007
53.4244,-3.618,2007
51.0,10.0,2007
,,2007
22.5444,42.502,2007
24.0,121.0,2007
,,2007
22.5444,42.502,2007
47.0,2.0,2007
,,2007
7.8244,6.382,2007
22.8,80.0,2007
,,2007
12.8244,99.382,2007
-25.5,135.0,2007
,,2007
58.8244,-107.618,2007
40.83,-98.58,2007
,,2007
2.8244,-74.868,2007
40.83,-98.58,2007
,,2007
53.4244,-3.618,2007
40.83,-98.58,2007
,,2007
2.8244,-74.868,2007
40.83,-98.58,2007
,,2007
7.8244,6.382,2007
47.0,2.0,2007
,,2007
7.8244,6.382,2007
-13.0,-53.0,2007
,,2007
-26.6756,133.382,2007
35.84,103.45,2007
,,2007
7.8244,6.382,2007
40.2,-3.5,2007
,,2007
65.2444,92.632,2007
36.0,128.0,2007
,,2007
22.5444,42.502,2007
39.0,36.0,2007
,,2007
22.5444,42.502,2007
40.2,-3.5,2007
,,2007
65.2444,92.632,2007
65.0,27.0,2007
,,2007
21.8244,-103.618,2007
40.83,-98.58,2007
,,2007
22.5444,42.502,2007
52.32,5.55,2007
,,2007
7.8244,6.382,2007
40.83,-98.58,2007
,,2007
53.4244,-3.618,2007
47.0,2.0,2007
,,2007
7.8244,6.382,2007
24.0,121.0,2007
,,2007
2.8244,-74.868,2007
35.84,103.45,2007
,,2007
53.4244,-3.618,2007
52.32,5.55,2007
,,2007
7.8244,6.382,2007
60.0,-106.0,2007
,,2007
12.8244,99.382,2007
42.5,12.5,2007
,,2007
-14.1756,-54.618,2007
4.0,-73.25,2007
,,2007
22.5444,42.502,2007
40.83,-98.58,2007
,,2007
63.8244,9.382,2007
54.6,-2.0,2007
,,2007
-26.6756,133.382,2007
36.0,128.0,2007
,,2007
21.8244,-103.618,2007
4.0,-73.25,2007
,,2007
58.8244,-107.618,2007
40.83,-98.58,2007
,,2007
-2.1756,113.382,2007
35.0,136.0,2007
,,2007
58.8244,-107.618,2007
40.83,-98.58,2007
,,2007
21.8244,-103.618,2007
40.2,-3.5,2007
,,2007
65.2444,92.632,2007
35.0,136.0,2007
,,2007
7.8244,6.382,2007
51.0,10.0,2007
,,2007
2.8244,-74.868,2007
35.0,136.0,2007
,,2007
12.8244,99.382,2007
35.84,103.45,2007
,,2007
63.8244,9.382,2007
51.0,10.0,2007
,,2007
21.8244,-103.618,2007
40.83,-98.58,2007
,,2007
63.8244,9.382,2007
47.0,2.0,2007
,,2007
65.2444,92.632,2007
39.0,36.0,2007
,,2007
22.5444,42.502,2007
38.5,23.0,2007
,,2007
65.2444,92.632,2007
42.75,25.5,2007
,,2007
-26.6756,133.382,2007
14.0,101.0,2007
,,2007
22.5444,42.502,2007
-29.0,24.0,2007
,,2007
7.8244,6.382,2007
40.83,-98.58,2007
,,2007
21.8244,-103.618,2007
40.83,-98.58,2007
,,2007
65.2444,92.632,2007
49.0,20.0,2007
,,2007
22.5444,42.502,2007
40.83,-98.58,2007
,,2007
63.8244,9.382,2007
54.6,-2.0,2007
,,2007
-14.1756,-54.618,2007
40.83,-98.58,2007
,,2007
7.8244,6.382,2007
52.32,5.55,2007
,,2007
7.8244,6.382,2007
40.83,-98.58,2007
,,2007
12.8244,99.382,2007
46.8,8.23,2007
,,2007
22.5444,42.502,2007
14.0,101.0,2007
,,2007
-26.6756,133.382,2007
35.0,136.0,2007
,,2007
65.2444,92.632,2007
24.0,121.0,2007
,,2007
22.5444,42.502,2007
40.83,-98.58,2007
,,2007
65.2444,92.632,2007
40.2,-3.5,2007
,,2007
-2.1756,113.382,2007
-25.5,135.0,2007
,,2007
22.5444,42.502,2007
51.0,10.0,2007
,,2007
54.8244,8.382,2007
60.5,14.0,2007
,,2007
22.5444,42.502,2007
40.2,-3.5,2007
,,2007
-14.1756,-54.618,2007
24.0,121.0,2007
,,2007
12.8244,99.382,2007
47.0,2.0,2007
,,2007
2.8244,-74.868,2007
40.83,-98.58,2007
,,2007
2.8244,-74.868,2007
35.84,103.45,2007
,,2007
65.2444,92.632,2007
49.5,16.0,2007
,,2007
22.5444,42.502,2007
60.0,-106.0,2007
,,2007
65.2444,92.632,2007
14.0,101.0,2007
,,2007
-26.6756,133.382,2007
35.0,136.0,2007
,,2007
65.2444,92.632,2007
47.0,2.0,2007
,,2007
63.8244,9.382,2007
60.0,-106.0,2007
,,2007
52.1756,8.382,2007
39.0,36.0,2007
,,2007
42.0056,-100.198,2007
60.0,-106.0,2007
,,2007
61.1756,-107.618,2007
40.83,-98.58,2007
,,2007
36.1756,134.382,2007
40.83,-98.58,2007
,,2007
37.1756,126.382,2007
35.84,103.45,2007
,,2007
52.1756,8.382,2007
40.83,-98.58,2007
,,2007
24.1756,-103.618,2007
40.83,-98.58,2007
,,2007
52.1756,8.382,2007
47.0,2.0,2007
,,2007
36.1756,134.382,2007
35.84,103.45,2007
,,2007
37.0156,101.832,2007
36.0,128.0,2007
,,2007
48.1756,0.382,2007
51.0,10.0,2007
,,2007
36.1756,134.382,2007
35.84,103.45,2007
,,2007
52.1756,8.382,2007
40.2,-3.5,2007
,,2007
37.0156,101.832,2007
40.83,-98.58,2007
,,2007
37.1756,126.382,2007
35.84,103.45,2007
,,2007
37.0156,101.832,2007
14.0,101.0,2007
,,2007
42.0056,-100.198,2007
60.0,-106.0,2007
,,2007
36.1756,134.382,2007
35.84,103.45,2007
,,2007
42.0056,-100.198,2007
23.0,-102.0,2007
,,2007
48.1756,0.382,2007
40.2,-3.5,2007
,,2007
36.1756,134.382,2007
36.0,128.0,2007
,,2007
37.1756,126.382,2007
24.0,121.0,2007
,,2007
42.0056,-100.198,2007
35.84,103.45,2007
,,2007
37.0156,101.832,2007
40.83,-98.58,2007
,,2007
37.0156,101.832,2007
14.0,101.0,2007
,,2007
15.1756,99.382,2007
35.84,103.45,2007
,,2007
42.0056,-100.198,2007
23.0,-102.0,2007
,,2007
42.0056,-100.198,2007
51.0,10.0,2007
,,2007
42.0056,-100.198,2007
47.0,2.0,2007
,,2007
52.1756,8.382,2007
54.6,-2.0,2007
,,2007
42.0056,-100.198,2007
60.0,-106.0,2007
,,2007
15.1756,99.382,2007
35.84,103.45,2007
,,2007
42.0056,-100.198,2007
23.0,-102.0,2007
,,2007
52.1756,8.382,2007
47.0,2.0,2007
,,2007
55.7756,-3.618,2007
51.0,10.0,2007
,,2007
49.1756,12.382,2007
51.0,10.0,2007
,,2007
37.0156,101.832,2007
36.0,128.0,2007
,,2007
36.1756,134.382,2007
36.0,128.0,2007
,,2007
42.0056,-100.198,2007
60.0,-106.0,2007
,,2007
42.0056,-100.198,2007
54.6,-2.0,2007
,,2007
43.6756,10.882,2007
51.0,10.0,2007
,,2007
48.1756,17.382,2007
51.0,10.0,2007
,,2007
5.1756,-74.868,2007
40.83,-98.58,2007
,,2007
42.0056,-100.198,2007
35.84,103.45,2007
,,2007
42.0056,-100.198,2007
36.0,128.0,2007
,,2007
36.1756,134.382,2007
35.84,103.45,2007
,,2007
37.1756,126.382,2007
35.84,103.45,2007
,,2007
52.1756,8.382,2007
47.0,19.0,2007
,,2007
36.1756,134.382,2007
36.0,128.0,2007
,,2007
37.1756,126.382,2007
35.84,103.45,2007
,,2007
52.1756,8.382,2007
50.64,4.67,2007
,,2007
37.0156,101.832,2007
14.0,101.0,2007
,,2007
41.3756,-5.118,2007
51.0,10.0,2007
,,2007
41.3756,-5.118,2007
47.0,2.0,2007
,,2007
36.1756,134.382,2007
24.0,121.0,2007
,,2007
61.1756,-107.618,2007
40.83,-98.58,2007
,,2007
36.1756,134.382,2007
35.84,103.45,2007
,,2007
51.8156,3.052,2007
51.0,10.0,2007
,,2007
36.1756,134.382,2007
35.84,103.45,2007
,,2007
61.1756,-107.618,2007
40.83,-98.58,2007
,,2007
37.0156,101.832,2007
35.0,136.0,2007
,,2007
24.1756,-103.618,2007
40.83,-98.58,2007
,,2007
37.0156,101.832,2007
14.0,101.0,2007
,,2007
37.1756,126.382,2007
35.84,103.45,2007
,,2007
52.1756,8.382,2007
35.84,103.45,2007
,,2007
42.0056,-100.198,2007
35.84,103.45,2007
,,2007
37.0156,101.832,2007
40.83,-98.58,2007
,,2007
37.0156,101.832,2007
40.83,-98.58,2007
,,2007
42.0056,-100.198,2007
36.0,128.0,2007
,,2007
67.5956,92.632,2007
54.6,-2.0,2007
,,2007
37.0156,101.832,2007
14.0,101.0,2007
,,2007
52.1756,8.382,2007
35.84,103.45,2007
,,2007
36.1756,134.382,2007
35.84,103.45,2007
,,2007
37.1756,126.382,2007
35.84,103.45,2007
,,2007
37.0156,101.832,2007
35.0,136.0,2007
,,2007
42.0056,-100.198,2007
51.0,10.0,2007
,,2007
61.1756,-107.618,2007
40.83,-98.58,2007
,,2007
42.0056,-100.198,2007
35.0,136.0,2007
,,2007
42.0056,-100.198,2007
23.0,-102.0,2007
,,2007
50.6756,14.382,2007
51.0,10.0,2007
,,2007
42.0056,-100.198,2007
60.0,-106.0,2007
,,2007
42.0056,-100.198,2007
60.0,-106.0,2007
,,2007
48.1756,0.382,2007
35.84,103.45,2007
,,2007
52.1756,8.382,2007
48.0,14.0,2007
,,2007
37.0156,101.832,2007
51.0,10.0,2007
,,2007
36.1756,134.382,2007
35.84,103.45,2007
,,2007
37.0156,101.832,2007
23.72,44.12,2007
,,2007
61.1756,-107.618,2007
40.83,-98.58,2007
,,2007
48.1756,0.382,2007
40.83,-98.58,2007
,,2007
36.1756,134.382,2007
24.0,121.0,2007
,,2007
36.1756,134.382,2007
40.83,-98.58,2007
,,2007
37.0156,101.832,2007
14.0,101.0,2007
,,2007
42.0056,-100.198,2007
60.0,-106.0,2007
,,2007
53.1756,17.382,2007
51.0,10.0,2007
,,2007
61.1756,-107.618,2007
40.83,-98.58,2007
,,2007
36.1756,134.382,2007
60.0,-106.0,2007
,,2007
37.1756,126.382,2007
40.83,-98.58,2007
,,2007
42.0056,-100.198,2007
35.0,136.0,2007
,,2007
36.1756,134.382,2007
35.84,103.45,2007
,,2007
42.0056,-100.198,2007
23.0,-102.0,2007
,,2007
21.818,44.738,2007
60.0,-106.0,2007
,,2007
12.098,101.618,2007
40.83,-98.58,2007
,,2007
12.098,101.618,2007
40.83,-98.58,2007
,,2007
45.098,2.618,2007
40.83,-98.58,2007
,,2007
38.298,-2.882,2007
40.83,-98.58,2007
,,2007
38.928,-97.962,2007
51.0,10.0,2007
,,2007
12.098,101.618,2007
53.0,-8.0,2007
,,2007
12.098,101.618,2007
53.0,-8.0,2007
,,2007
21.818,44.738,2007
40.83,-98.58,2007
,,2007
12.098,101.618,2007
40.83,-98.58,2007
,,2007
12.098,101.618,2007
40.83,-98.58,2007
,,2007
49.098,10.618,2007
35.0,136.0,2007
,,2007
12.098,101.618,2007
42.5,12.5,2007
,,2007
49.098,10.618,2007
40.2,-3.5,2007
,,2007
38.928,-97.962,2007
47.0,2.0,2007
,,2007
38.928,-97.962,2007
51.0,10.0,2007
,,2007
12.098,101.618,2007
-29.0,24.0,2007
,,2007
12.098,101.618,2007
40.83,-98.58,2007
,,2007
12.098,101.618,2007
-29.0,24.0,2007
,,2007
38.928,-97.962,2007
47.0,2.0,2007
,,2007
33.938,104.068,2007
42.5,12.5,2007
,,2007
40.598,13.118,2007
40.83,-98.58,2007
,,2007
12.098,101.618,2007
35.84,103.45,2007
,,2007
12.098,101.618,2007
54.6,-2.0,2007
,,2007
38.928,-97.962,2007
35.84,103.45,2007
,,2007
12.098,101.618,2007
51.0,10.0,2007
,,2007
12.098,101.618,2007
40.83,-98.58,2007
,,2007
12.098,101.618,2007
35.84,103.45,2007
,,2007
2.098,-72.632,2007
40.83,-98.58,2007
,,2007
12.098,101.618,2007
47.0,2.0,2007
,,2007
12.098,101.618,2007
35.84,103.45,2007
,,2007
12.098,101.618,2007
47.0,2.0,2007
,,2007
12.098,101.618,2007
35.84,103.45,2007
,,2007
12.098,101.618,2007
35.0,136.0,2007
,,2007
49.098,10.618,2007
40.83,-98.58,2007
,,2007
21.818,44.738,2007
47.0,2.0,2007
,,2007
52.698,-1.382,2007
40.83,-98.58,2007
,,2007
12.098,101.618,2007
35.84,103.45,2007
,,2007
38.928,-97.962,2007
51.0,10.0,2007
,,2007
12.098,101.618,2007
47.0,2.0,2007
,,2007
12.098,101.618,2007
51.0,10.0,2007
,,2007
38.928,-97.962,2007
35.84,103.45,2007
,,2007
12.098,101.618,2007
51.0,10.0,2007
,,2007
12.098,101.618,2007
35.84,103.45,2007
,,2007
52.698,-1.382,2007
35.0,136.0,2007
,,2007
33.938,104.068,2007
40.83,-98.58,2007
,,2007
12.098,101.618,2007
4.0,-73.25,2007
,,2007
38.928,-97.962,2007
51.0,10.0,2007
,,2007
33.938,104.068,2007
54.6,-2.0,2007
,,2007
21.818,44.738,2007
47.0,2.0,2007
,,2007
21.818,44.738,2007
35.84,103.45,2007
,,2007
12.098,101.618,2007
42.5,12.5,2007
,,2007
38.928,-97.962,2007
47.0,2.0,2007
,,2007
38.928,-97.962,2007
51.0,10.0,2007
,,2007
45.098,2.618,2007
35.84,103.45,2007
,,2007
12.098,101.618,2007
40.83,-98.58,2007
,,2007
64.518,94.868,2007
52.32,5.55,2007
,,2007
12.098,101.618,2007
40.83,-98.58,2007
,,2007
52.698,-1.382,2007
40.2,-3.5,2007
,,2007
12.098,101.618,2007
42.5,12.5,2007
,,2007
12.098,101.618,2007
23.72,44.12,2007
,,2007
49.098,10.618,2007
35.0,136.0,2007
,,2007
12.098,101.618,2007
51.0,10.0,2007
,,2007
64.518,94.868,2007
42.5,12.5,2007
,,2007
38.298,-2.882,2007
35.84,103.45,2007
,,2007
45.098,2.618,2007
40.83,-98.58,2007
,,2007
12.098,101.618,2007
40.83,-98.58,2007
,,2007
51.098,-7.382,2007
42.5,12.5,2007
,,2007
38.298,-2.882,2007
40.83,-98.58,2007
,,2007
52.698,-1.382,2007
40.83,-98.58,2007
,,2007
38.298,-2.882,2007
47.0,2.0,2007
,,2007
33.938,104.068,2007
53.0,-8.0,2007
,,2007
12.098,101.618,2007
35.84,103.45,2007
,,2007
50.418,6.168,2007
51.0,10.0,2007
,,2007
45.098,2.618,2007
42.5,12.5,2007
,,2007
58.098,-105.382,2007
40.83,-98.58,2007
,,2007
38.928,-97.962,2007
47.0,2.0,2007
,,2007
33.938,104.068,2007
53.0,-8.0,2007
,,2007
12.098,101.618,2007
35.84,103.45,2007
,,2007
52.698,-1.382,2007
42.5,12.5,2007
,,2007
38.928,-97.962,2007
54.6,-2.0,2007
,,2007
64.518,94.868,2007
51.0,10.0,2007
,,2007
12.098,101.618,2007
36.0,128.0,2007
,,2007
38.928,-97.962,2007
35.84,103.45,2007
,,2007
58.098,-105.382,2007
40.83,-98.58,2007
,,2007
21.818,44.738,2007
35.84,103.45,2007
,,2007
38.928,-97.962,2007
35.84,103.45,2007
,,2007
12.098,101.618,2007
35.84,103.45,2007
,,2007
51.098,-7.382,2007
54.6,-2.0,2007
,,2007
49.098,10.618,2007
53.0,-8.0,2007
,,2007
45.098,2.618,2007
35.84,103.45,2007
,,2007
12.098,101.618,2007
47.0,2.0,2007
,,2007
2.098,-72.632,2007
47.0,2.0,2007
,,2007
2.098,-72.632,2007
35.84,103.45,2007
,,2007
34.098,128.618,2007
35.0,136.0,2007
,,2007
33.098,136.618,2007
40.2,-3.5,2007
,,2007
38.298,-2.882,2007
47.0,2.0,2007
,,2007
21.818,44.738,2007
40.83,-98.58,2007
,,2007
38.928,-97.962,2007
54.6,-2.0,2007
,,2007
38.298,-2.882,2007
35.84,103.45,2007
,,2007
56.502,-1.382,2007
4.0,-73.25,2007
,,2007
5.902,-72.632,2007
40.83,-98.58,2007
,,2007
42.732,-97.962,2007
51.0,10.0,2007
,,2007
42.732,-97.962,2007
54.6,-2.0,2007
,,2007
56.502,-1.382,2007
40.83,-98.58,2007
,,2007
54.902,-7.382,2007
40.83,-98.58,2007
,,2007
48.702,8.848,2007
40.83,-98.58,2007
,,2007
56.502,-1.382,2007
40.83,-98.58,2007
,,2007
56.502,-1.382,2007
40.83,-98.58,2007
,,2007
56.502,-1.382,2007
40.83,-98.58,2007
,,2007
52.902,10.618,2007
40.83,-98.58,2007
,,2007
5.902,-72.632,2007
40.83,-98.58,2007
,,2007
42.732,-97.962,2007
53.0,-8.0,2007
,,2007
42.732,-97.962,2007
53.0,-8.0,2007
,,2007
15.902,101.618,2007
51.0,10.0,2007
,,2007
42.732,-97.962,2007
53.0,-8.0,2007
,,2007
15.902,101.618,2007
35.0,136.0,2007
,,2007
42.732,-97.962,2007
52.32,5.55,2007
,,2007
42.732,-97.962,2007
53.0,-8.0,2007
,,2007
42.732,-97.962,2007
53.0,-8.0,2007
,,2007
56.502,-1.382,2007
40.83,-98.58,2007
,,2007
15.902,101.618,2007
51.0,10.0,2007
,,2007
42.732,-97.962,2007
54.6,-2.0,2007
,,2007
37.742,104.068,2007
35.0,136.0,2007
,,2007
52.902,10.618,2007
40.83,-98.58,2007
,,2007
15.902,101.618,2007
36.0,128.0,2007
,,2007
52.902,10.618,2007
35.0,136.0,2007
,,2007
52.902,10.618,2007
40.83,-98.58,2007
,,2007
15.902,101.618,2007
51.0,10.0,2007
,,2007
36.902,136.618,2007
40.83,-98.58,2007
,,2007
42.732,-97.962,2007
54.6,-2.0,2007
,,2007
15.902,101.618,2007
51.0,10.0,2007
,,2007
36.902,136.618,2007
35.84,103.45,2007
,,2007
56.502,-1.382,2007
40.83,-98.58,2007
,,2007
36.902,136.618,2007
36.0,128.0,2007
,,2007
5.902,-72.632,2007
40.83,-98.58,2007
,,2007
37.742,104.068,2007
36.0,128.0,2007
,,2007
54.902,-7.382,2007
40.83,-98.58,2007
,,2007
15.902,101.618,2007
40.83,-98.58,2007
,,2007
56.502,-1.382,2007
40.83,-98.58,2007
,,2007
56.502,-1.382,2007
23.72,44.12,2007
,,2007
56.502,-1.382,2007
40.83,-98.58,2007
,,2007
42.732,-97.962,2007
51.0,10.0,2007
,,2007
52.902,10.618,2007
40.83,-98.58,2007
,,2007
56.502,-1.382,2007
49.77,6.13,2007
,,2007
56.502,-1.382,2007
14.0,101.0,2007
,,2007
42.732,-97.962,2007
53.0,-8.0,2007
,,2007
15.902,101.618,2007
54.6,-2.0,2007
,,2007
36.902,136.618,2007
35.84,103.45,2007
,,2007
37.902,128.618,2007
35.0,136.0,2007
,,2007
48.702,8.848,2007
40.83,-98.58,2007
,,2007
52.902,10.618,2007
36.0,128.0,2007
,,2007
54.222,6.168,2007
40.83,-98.58,2007
,,2007
42.732,-97.962,2007
23.72,44.12,2007
,,2007
56.502,-1.382,2007
4.0,-73.25,2007
,,2007
56.502,-1.382,2007
14.0,101.0,2007
,,2007
15.902,101.618,2007
35.84,103.45,2007
,,2007
56.502,-1.382,2007
40.83,-98.58,2007
,,2007
56.502,-1.382,2007
23.72,44.12,2007
,,2007
56.502,-1.382,2007
40.83,-98.58,2007
,,2007
25.622,44.738,2007
51.0,10.0,2007
,,2007
56.502,-1.382,2007
40.83,-98.58,2007
,,2007
56.502,-1.382,2007
35.0,136.0,2007
,,2007
42.732,-97.962,2007
51.0,10.0,2007
,,2007
42.732,-97.962,2007
14.0,101.0,2007
,,2007
42.732,-97.962,2007
35.0,136.0,2007
,,2007
42.732,-97.962,2007
51.0,10.0,2007
,,2007
15.902,101.618,2007
40.83,-98.58,2007
,,2007
42.732,-97.962,2007
53.0,-8.0,2007
,,2007
42.732,-97.962,2007
51.0,10.0,2007
,,2007
56.502,-1.382,2007
40.83,-98.58,2007
,,2007
42.732,-97.962,2007
4.0,-73.25,2007
,,2007
42.732,-97.962,2007
51.0,10.0,2007
,,2007
37.742,104.068,2007
40.83,-98.58,2007
,,2007
52.902,10.618,2007
54.6,-2.0,2007
,,2007
56.502,-1.382,2007
36.0,128.0,2007
,,2007
42.732,-97.962,2007
23.72,44.12,2007
,,2007
42.732,-97.962,2007
14.0,101.0,2007
,,2007
15.902,101.618,2007
49.77,6.13,2007
,,2007
52.902,10.618,2007
40.83,-98.58,2007
,,2007
56.502,-1.382,2007
40.83,-98.58,2007
,,2007
42.732,-97.962,2007
51.0,10.0,2007
,,2007
52.902,10.618,2007
35.84,103.45,2007
,,2007
15.902,101.618,2007
47.0,2.0,2007
,,2007
5.902,-72.632,2007
40.83,-98.58,2007
,,2007
54.902,-7.382,2007
40.83,-98.58,2007
,,2007
5.902,-72.632,2007
40.83,-98.58,2007
,,2007
25.622,44.738,2007
40.83,-98.58,2007
,,2007
25.622,44.738,2007
40.83,-98.58,2007
,,2007
56.502,-1.382,2007
51.0,10.0,2007
,,2007
15.902,101.618,2007
35.84,103.45,2007
,,2007
25.622,44.738,2007
54.6,-2.0,2007
,,2007
54.902,-7.382,2007
51.0,10.0,2007
,,2007
48.902,2.618,2007
35.0,136.0,2007
,,2007
54.902,-7.382,2007
40.83,-98.58,2007
,,2007
56.502,-1.382,2007
40.83,-98.58,2007
,,2007
54.222,6.168,2007
40.83,-98.58,2007
,,2007
56.502,-1.382,2007
-29.0,24.0,2007
,,2007
48.902,2.618,2007
36.0,128.0,2007
,,2007
15.902,101.618,2007
56.0,10.0,2007
,,2007
60.0,-104.0,2008
40.83,-98.58,2008
,,2008
40.83,-96.58,2008
35.84,103.45,2008
,,2008
40.83,-96.58,2008
35.0,136.0,2008
,,2008
4.0,-71.25,2008
35.84,103.45,2008
,,2008
40.83,-96.58,2008
35.84,103.45,2008
,,2008
40.83,-96.58,2008
23.0,-102.0,2008
,,2008
14.0,103.0,2008
35.84,103.45,2008
,,2008
66.42,96.25,2008
23.72,44.12,2008
,,2008
40.83,-96.58,2008
36.0,128.0,2008
,,2008
40.83,-96.58,2008
24.0,121.0,2008
,,2008
4.0,-71.25,2008
-13.0,-53.0,2008
,,2008
-13.0,-51.0,2008
35.84,103.45,2008
,,2008
4.0,-71.25,2008
35.84,103.45,2008
,,2008
4.0,-71.25,2008
40.83,-98.58,2008
,,2008
60.0,-104.0,2008
40.83,-98.58,2008
,,2008
40.83,-96.58,2008
23.72,44.12,2008
,,2008
14.0,103.0,2008
23.72,44.12,2008
,,2008
4.0,-71.25,2008
24.0,121.0,2008
,,2008
23.0,-100.0,2008
40.83,-98.58,2008
,,2008
4.0,-71.25,2008
40.83,-98.58,2008
,,2008
-13.0,-51.0,2008
35.84,103.45,2008
,,2008
22.8,82.0,2008
14.0,101.0,2008
,,2008
-13.0,-51.0,2008
24.0,121.0,2008
,,2008
4.0,-71.25,2008
23.72,44.12,2008
,,2008
4.0,-71.25,2008
40.83,-98.58,2008
,,2008
40.83,-96.58,2008
35.84,103.45,2008
,,2008
49.0,34.0,2008
23.72,44.12,2008
,,2008
40.83,-96.58,2008
35.0,136.0,2008
,,2008
40.83,-96.58,2008
4.0,-73.25,2008
,,2008
60.0,-104.0,2008
40.83,-98.58,2008
,,2008
14.0,103.0,2008
40.83,-98.58,2008
,,2008
40.83,-96.58,2008
4.0,-73.25,2008
,,2008
40.83,-96.58,2008
35.0,136.0,2008
,,2008
9.0,10.0,2008
40.83,-98.58,2008
,,2008
60.0,-104.0,2008
35.0,136.0,2008
,,2008
14.0,103.0,2008
35.84,103.45,2008
,,2008
14.0,103.0,2008
35.0,136.0,2008
,,2008
40.83,-96.58,2008
23.72,44.12,2008
,,2008
49.0,34.0,2008
23.72,44.12,2008
,,2008
40.83,-96.58,2008
23.0,-102.0,2008
,,2008
60.0,-104.0,2008
40.83,-98.58,2008
,,2008
22.8,82.0,2008
35.84,103.45,2008
,,2008
14.0,103.0,2008
35.0,136.0,2008
,,2008
40.83,-96.58,2008
14.0,101.0,2008
,,2008
47.0,4.0,2008
42.5,12.5,2008
,,2008
-1.0,117.0,2008
40.83,-98.58,2008
,,2008
14.0,103.0,2008
35.84,103.45,2008
,,2008
9.0,10.0,2008
52.32,5.55,2008
,,2008
14.0,103.0,2008
39.0,36.0,2008
,,2008
9.0,10.0,2008
14.0,101.0,2008
,,2008
40.83,-96.58,2008
23.0,-102.0,2008
,,2008
40.83,-96.58,2008
23.0,-102.0,2008
,,2008
14.0,103.0,2008
23.72,44.12,2008
,,2008
66.42,96.25,2008
39.0,36.0,2008
,,2008
4.0,-71.25,2008
23.72,44.12,2008
,,2008
14.0,103.0,2008
35.84,103.45,2008
,,2008
14.0,103.0,2008
35.84,103.45,2008
,,2008
60.0,-104.0,2008
35.84,103.45,2008
,,2008
66.42,96.25,2008
24.0,121.0,2008
,,2008
14.0,103.0,2008
36.0,128.0,2008
,,2008
9.0,10.0,2008
52.32,5.55,2008
,,2008
9.0,10.0,2008
23.72,44.12,2008
,,2008
66.42,96.25,2008
35.84,103.45,2008
,,2008
14.0,103.0,2008
40.83,-98.58,2008
,,2008
4.0,-71.25,2008
-13.0,-53.0,2008
,,2008
60.0,-104.0,2008
40.83,-98.58,2008
,,2008
9.0,10.0,2008
40.83,-98.58,2008
,,2008
-1.0,117.0,2008
35.84,103.45,2008
,,2008
66.42,96.25,2008
23.72,44.12,2008
,,2008
66.42,96.25,2008
35.84,103.45,2008
,,2008
66.42,96.25,2008
14.0,101.0,2008
,,2008
40.83,-96.58,2008
23.72,44.12,2008
,,2008
40.83,-96.58,2008
24.0,121.0,2008
,,2008
14.0,103.0,2008
40.83,-98.58,2008
,,2008
66.42,96.25,2008
65.0,27.0,2008
,,2008
4.0,-71.25,2008
40.83,-98.58,2008
,,2008
14.0,103.0,2008
36.0,128.0,2008
,,2008
14.0,103.0,2008
35.0,136.0,2008
,,2008
4.0,-71.25,2008
40.83,-98.58,2008
,,2008
40.83,-96.58,2008
39.0,36.0,2008
,,2008
-25.5,137.0,2008
-1.0,115.0,2008
,,2008
4.0,-71.25,2008
40.83,-98.58,2008
,,2008
40.83,-96.58,2008
-1.0,115.0,2008
,,2008
9.0,10.0,2008
51.0,10.0,2008
,,2008
14.0,103.0,2008
22.8,80.0,2008
,,2008
35.84,105.45,2008
14.0,101.0,2008
,,2008
14.0,103.0,2008
35.0,136.0,2008
,,2008
40.83,-96.58,2008
36.0,128.0,2008
,,2008
40.83,-96.58,2008
35.0,136.0,2008
,,2008
40.83,-96.58,2008
4.0,-73.25,2008
,,2008
